id,fecha,medio_transporte,empresa_bus,linea_metro,barrio,review_text,rating,tiempo_espera_min,duracion_viaje_min,likes,respuestas
12500723,2025-02-17 20:45:00,Bus Interurbano,Subus,,San Bernardo,"Tomé metro en pedro aguirre cerda, sistema de pago falló",2.0,17,35,0,1
19ae9b8d,2024-02-14 01:13:00,Bus Interurbano,STP,,Lo Barnechea,"Tomé bus interurbano en puente alto, en hora punta mañana con clima lluvia, el tiempo de espera fue bajo",5.0,8,36,5,1
261c23e3,2024-02-21 12:28:00,Red Bus,Alsacia,,Renca,"Tomé trolebús en huechuraba, en noche con clima viento, demora excesiva, deberían mejorar el servicio",1.0,17,19,0,0
e47471cd,2025-02-03 20:48:00,Red Bus,Vule,,Recoleta,"Tomé red bus en renca, en mediodía con clima soleado, mucha aglomeración",,22,41,4,0
7b1dafdf,2025-04-12 16:28:00,Metro,,L3,Ñuñoa,"Tomé red bus en peñalolén, en mediodía con clima lluvia, poca frecuencia",2.0,16,33,7,2
cbbaf9ad,2025-01-28 09:19:00,Red Bus,Redbus,,Providencia,"Viajé por bus interurbano, me sentí inseguro por discusión entre pasajeros",1.0,16,39,1,1
81bf6282,2025-03-04 14:03:00,Red Bus,Redbus,,Estación Central,"Viajé por trolebús, en hora punta tarde con clima nublado, cambio de andén de último minuto",3.0,9,30,9,1
af3c9605,2024-04-21 23:15:00,MetroTren,,,Recoleta,"Viajé por metrotren, en hora punta tarde con clima viento, sistema de pago falló",2.0,12,25,3,1
e8e55192,2024-07-28 12:06:00,Metro,,L2,Lo Barnechea,"En hora punta tarde con clima soleado, muy buen servicio",5.0,7,36,9,0
73d0ba3c,2024-02-19 13:43:00,MetroTren,,,Estación Central,"La señalética estaba clara, recomiendo la ruta",5.0,10,41,6,0
c01c70ed,2024-05-09 18:08:00,MetroTren,,,Cerrillos,"La señalética estaba clara, recomiendo la ruta",5.0,6,41,8,0
3e664e79,2024-11-06 17:03:00,Trolebús,,,Providencia,"En hora punta mañana con clima nublado, muy buen servicio",4.0,5,27,6,2
1d55da32,2024-06-03 13:40:00,Metro,,L1,La Florida,Mucha aglomeración,2.0,15,25,1,0
5ef01093,2025-01-01 11:51:00,Metro,,L2,Renca,"Tomé red bus en puente alto, muy buen servicio",4.0,5,32,7,0
73459be0,2025-05-26 11:09:00,Trolebús,,,Cerrillos,"Viajé por trolebús, la señalética estaba clara",4.0,3,31,7,1
bb1bc17e,2024-03-16 17:28:00,Trolebús,,,Quilicura,"Viajé por trolebús, en hora punta mañana con clima viento, el conductor fue amable",4.0,6,33,0,0
84cfdf4b,2024-02-26 17:33:00,Metro,,L5,Renca,"En hora punta mañana con clima soleado, el conductor fue amable, recomiendo la ruta",4.0,2,52,0,1
83a130b8,2024-01-02 00:21:00,Red Bus,STP,,Peñalolén,"Viajé por trolebús, la aplicación funcionó perfecto",5.0,13,24,4,1
2e9b2d5b,2024-07-25 19:12:00,Metro,,L4A,Ñuñoa,Demora excesiva,2.0,27,51,10,0
0db64035,2025-01-02 04:37:00,Red Bus,STP,,Ñuñoa,"Viajé por metrotren, el metro estaba limpio",5.0,0,35,10,0
f23a2a0e,2024-01-16 03:28:00,Metro,,L4A,La Pintana,"Tomé bus interurbano en quilicura, en hora punta tarde con clima nublado, el chofer manejaba brusco",2.0,15,21,3,1
d0f175ef,2024-10-03 13:43:00,Red Bus,Alsacia,,Recoleta,"En mediodía con clima viento, me sentí seguro durante el viaje",5.0,9,32,9,1
791f202b,2024-12-26 08:08:00,Bus Interurbano,Redbus,,Lo Barnechea,"En hora punta tarde con clima nublado, el metro estaba limpio",4.0,11,50,6,2
f414aeac,2024-09-19 05:57:00,Red Bus,Vule,,Puente Alto,"Tomé metro en macul, el chofer manejaba brusco, deberían mejorar el servicio",,17,15,5,0
aa206a87,2025-03-31 22:43:00,Metro,,L5,Huechuraba,"Tomé bus interurbano en puente alto, en hora punta mañana con clima viento, ruidos molestos, deberían mejorar el servicio",2.0,6,47,8,1
621eb03a,2025-04-03 09:57:00,MetroTren,,,Providencia,Cambio de andén de último minuto,3.0,22,27,8,0
c183c68b,2025-02-01 08:40:00,Metro,,L2,Quilicura,"Tomé metro en puente alto, en hora punta tarde con clima viento, demora excesiva, deberían mejorar el servicio",2.0,25,25,7,1
c823532d,2025-03-13 08:45:00,MetroTren,,,La Pintana,"Viajé por bus interurbano, hubo una detención prolongada sin explicación, deberían mejorar el servicio",1.0,13,39,3,2
3b95acb2,2024-04-17 02:34:00,Red Bus,Subus,,Huechuraba,"Tomé metrotren en providencia, en hora punta tarde con clima soleado, muy buen servicio",5.0,5,25,3,0
bac26154,2024-06-10 12:59:00,MetroTren,,,Conchalí,El aire acondicionado no funcionaba,1.0,8,46,6,0
9ce1d21a,2025-02-16 22:13:00,Red Bus,STP,,La Florida,"Viajé por metro, me tocó ir de pie parte del trayecto",3.0,9,22,1,2
695008e1,2024-08-21 19:33:00,Red Bus,Redbus,,La Florida,"Viajé por metrotren, hubo una detención prolongada sin explicación, deberían mejorar el servicio",1.0,13,38,11,0
f3b7592f,2024-12-31 21:06:00,MetroTren,,,Renca,"Viajé por red bus, en hora punta tarde con clima soleado, me sentí seguro durante el viaje, recomiendo la ruta",4.0,9,28,8,1
f0000050,2024-10-10 01:25:00,Trolebús,,,Providencia,"Tomé bus interurbano en san miguel, en hora punta tarde con clima viento, bajó mucha gente en la estación",3.0,16,30,9,0
ee20cb8d,2024-02-14 07:12:00,Bus Interurbano,STP,,La Florida,Mal olor en el vagón,2.0,11,37,5,0
24f9b89d,2025-05-27 16:08:00,Trolebús,,,Maipú,"Tomé metro en san miguel, sistema de pago falló, deberían mejorar el servicio",1.0,24,32,0,0
329c7cdb,2024-04-12 11:30:00,Red Bus,STP,,Puente Alto,"Tomé trolebús en macul, los asientos estaban disponibles, recomiendo la ruta",5.0,12,33,3,1
bb559d48,2024-02-17 19:00:00,Metro,,L2,Puente Alto,"Viajé por metro, bajó mucha gente en la estación",3.0,12,45,2,1
d97b7d02,2024-09-29 22:04:00,Red Bus,Vule,,Peñalolén,,5.0,6,45,0,1
f40eace9,2024-04-19 17:30:00,MetroTren,,,San Miguel,"En noche con clima soleado, me tocó ir de pie parte del trayecto",3.0,10,26,2,1
a5c6531f,2025-07-01 05:07:00,Trolebús,,,Independencia,"Tomé metro en puente alto, mal olor en el vagón",1.0,11,35,8,0
b6d2a254,2024-10-28 18:31:00,Trolebús,,,Estación Central,"Viajé por trolebús, me sentí seguro durante el viaje",5.0,14,47,8,2
0f3de193,2024-01-25 06:44:00,Bus Interurbano,Alsacia,,Recoleta,"Tomé metrotren en maipú, en mediodía con clima soleado, hubo fiscalización",3.0,11,34,4,0
443082ed,2025-06-07 20:33:00,MetroTren,,,Recoleta,"Tomé metrotren en san miguel, mucha aglomeración, deberían mejorar el servicio",2.0,17,34,0,0
c81ecfda,2024-02-07 05:34:00,Trolebús,,,Macul,"Tomé trolebús en san bernardo, el tiempo de espera fue bajo, recomiendo la ruta",4.0,7,39,6,1
c98fa653,2025-01-27 12:17:00,Trolebús,,,La Florida,"Tomé metrotren en santiago centro, cambio de andén de último minuto",3.0,6,42,6,0
11ceeaed,2024-01-31 07:32:00,MetroTren,,,Independencia,"En noche con clima soleado, el tiempo de espera fue bajo, recomiendo la ruta",4.0,1,10,3,2
2caf2c31,2025-05-16 06:03:00,Metro,,L2,Providencia,"Viajé por bus interurbano, en hora punta mañana con clima lluvia, sistema de pago falló",1.0,22,46,6,0
3346f4ee,2024-05-08 23:26:00,Trolebús,,,San Bernardo,"Tomé red bus en providencia, en hora punta tarde con clima viento, ruidos molestos",2.0,15,35,3,0
80095e9d,2024-05-14 12:00:00,Bus Interurbano,STP,,Conchalí,No hubo novedades,3.0,15,36,10,0
378e4b5c,2024-04-18 22:28:00,Red Bus,Vule,,Conchalí,"Viajé por metrotren, no hubo novedades",3.0,17,45,10,2
60248d4a,2024-01-27 04:29:00,Trolebús,,,San Miguel,"Tomé metro en cerrillos, hubo un leve retraso",3.0,7,29,3,1
8495fb8d,2025-04-07 01:58:00,Red Bus,Metbus,,Macul,"Viajé por metrotren, la señalética estaba clara",4.0,10,33,6,0
f0c39c16,2024-08-25 22:16:00,MetroTren,,,Quilicura,"Tomé red bus en recoleta, en hora punta mañana con clima nublado, los asientos estaban disponibles",5.0,10,34,9,1
2249cdcc,2025-05-14 04:26:00,Bus Interurbano,Subus,,Lo Barnechea,"En hora punta mañana con clima nublado, ruidos molestos, deberían mejorar el servicio",2.0,16,40,7,1
cfba85fc,2024-02-21 08:32:00,Metro,,L3,Conchalí,"Viajé por red bus, bajó mucha gente en la estación",3.0,4,39,7,1
8a27e6c9,2025-04-03 22:21:00,Metro,,L5,Maipú,"En hora punta tarde con clima soleado, mucha aglomeración",1.0,17,39,3,1
7846e0fc,2025-03-05 19:51:00,MetroTren,,,Pedro Aguirre Cerda,"Viajé por trolebús, en hora punta mañana con clima nublado, me sentí seguro durante el viaje",4.0,15,26,4,2
de99a2dc,2024-09-18 04:11:00,Metro,,L6,Estación Central,"Tomé trolebús en la pintana, en mediodía con clima lluvia, no hubo novedades",,8,30,3,0
54c1ea62,2024-08-15 11:38:00,Red Bus,Subus,,Maipú,"Viajé por metro, poca frecuencia",1.0,23,32,6,2
442ea8ca,2024-04-03 03:23:00,Metro,,L1,Macul,Mucha aglomeración,2.0,23,32,11,0
9ab7a8b6,2024-09-13 02:57:00,MetroTren,,,Huechuraba,"En mediodía con clima lluvia, la ruta fue rápida",4.0,7,44,6,1
fc9866a9,2025-06-17 12:06:00,MetroTren,,,Ñuñoa,"En hora punta tarde con clima lluvia, muy buen servicio",4.0,13,29,2,0
bf2434da,2025-04-15 18:27:00,MetroTren,,,Providencia,"Viajé por metro, en mediodía con clima nublado, cambio de andén de último minuto",3.0,9,28,3,2
c56996f6,2025-03-11 21:56:00,Trolebús,,,Recoleta,"Tomé red bus en huechuraba, muy buen servicio",5.0,0,33,0,0
04f37895,2024-09-27 04:09:00,Red Bus,Metbus,,,"Tomé metrotren en recoleta, el bus se saltó la parada",2.0,18,36,6,1
de760550,2025-02-25 13:53:00,Trolebús,,,,"Viajé por bus interurbano, el conductor fue amable",4.0,4,35,12,1
478f593f,2024-04-08 23:51:00,Metro,,L1,Santiago Centro,"Tomé bus interurbano en quilicura, muy buen servicio, recomiendo la ruta",4.0,2,45,8,1
0c0b8c86,2024-12-18 08:05:00,Trolebús,,,Renca,"Tomé trolebús en puente alto, en hora punta tarde con clima lluvia, el aire acondicionado no funcionaba, deberían mejorar el servicio",2.0,19,29,7,1
9f758f76,2024-01-03 09:35:00,MetroTren,,,Macul,"Viajé por metrotren, en hora punta mañana con clima nublado, demora excesiva",1.0,11,33,4,0
00ec5b68,2025-06-14 03:14:00,Bus Interurbano,Redbus,,La Pintana,"Tomé red bus en renca, el bus llegó a tiempo",4.0,4,49,2,1
253a4ab6,2025-05-15 18:34:00,Red Bus,Subus,,San Miguel,"Tomé trolebús en recoleta, el metro estaba limpio, recomiendo la ruta",4.0,3,31,5,0
549aca4c,2024-05-12 19:12:00,Bus Interurbano,Vule,,Cerrillos,"Hubo una detención prolongada sin explicación, deberían mejorar el servicio",1.0,16,31,10,1
cea8cc91,2024-08-15 22:55:00,Bus Interurbano,STP,,Quilicura,"En hora punta tarde con clima nublado, muy buen servicio",4.0,0,32,7,2
98c327d0,2025-03-27 03:07:00,Bus Interurbano,Alsacia,,Macul,"Tomé metro en conchalí, en noche con clima lluvia, la ruta fue rápida, recomiendo la ruta",5.0,9,29,3,2
c1b1da0f,2024-01-26 22:58:00,MetroTren,,,La Florida,"Tomé trolebús en conchalí, el bus se saltó la parada",2.0,20,25,6,0
11ab549b,2024-08-02 12:18:00,Metro,,L6,Las Condes,Demora excesiva,1.0,16,21,8,0
8d38fe12,2024-05-09 17:18:00,Metro,,L4A,Santiago Centro,"Tomé metro en puente alto, en hora punta mañana con clima viento, poca frecuencia, deberían mejorar el servicio",,19,44,2,1
4f868e81,2025-02-18 01:30:00,Trolebús,,,Quilicura,"Viajé por bus interurbano, hubo fiscalización",3.0,6,48,3,0
e127f4fb,2024-01-03 22:11:00,MetroTren,,,Estación Central,"Viajé por red bus, muy buen servicio",4.0,2,30,6,0
86f26a2f,2025-05-27 15:15:00,Bus Interurbano,Alsacia,,Conchalí,"Tomé trolebús en huechuraba, en hora punta mañana con clima lluvia, no hubo novedades",3.0,14,38,4,0
634cbed5,2024-01-17 02:08:00,Bus Interurbano,Alsacia,,Macul,"Viajé por bus interurbano, en mediodía con clima soleado, me sentí seguro durante el viaje",,7,29,0,0
3ca8b185,2024-05-26 23:16:00,Red Bus,Alsacia,,Renca,"Tomé trolebús en recoleta, me tocó ir de pie parte del trayecto",3.0,11,42,6,1
f13f55bf,2024-09-26 00:15:00,MetroTren,,,Las Condes,"Viajé por trolebús, en hora punta mañana con clima viento, muy buen servicio",5.0,14,51,6,0
a97f0a60,2024-07-17 02:36:00,Trolebús,,,San Bernardo,"Tomé red bus en recoleta, en mediodía con clima lluvia, hubo fiscalización",3.0,15,49,4,0
1810daf0,2024-11-14 14:12:00,MetroTren,,,Macul,"Viajé por trolebús, el viaje fue normal",3.0,12,47,3,0
9a8598bb,2024-04-14 11:42:00,MetroTren,,,Ñuñoa,"En noche con clima viento, hubo un leve retraso",3.0,15,31,11,0
ef958a2d,2024-04-19 23:53:00,Red Bus,STP,,Providencia,"Tomé bus interurbano en renca, en hora punta tarde con clima viento, los asientos estaban disponibles",4.0,16,39,1,2
1718bf74,2024-08-08 21:06:00,Metro,,L1,La Florida,"En noche con clima soleado, hubo un leve retraso",3.0,7,29,1,0
4fd6206e,2025-03-18 08:55:00,Trolebús,,,Estación Central,"En mediodía con clima viento, el viaje fue normal",3.0,16,5,1,1
155be19f,2025-06-30 13:09:00,Trolebús,,,San Miguel,"Viajé por metro, en mediodía con clima soleado, los asientos estaban disponibles, recomiendo la ruta",4.0,4,30,1,0
e016f84f,2024-09-12 02:11:00,Trolebús,,,Ñuñoa,"Tomé metro en estación central, en hora punta mañana con clima viento, el bus llegó a tiempo, recomiendo la ruta",4.0,7,28,2,3
38bed815,2024-03-28 19:49:00,Metro,,L6,Estación Central,"Viajé por red bus, me tocó ir de pie parte del trayecto",3.0,4,18,7,0
81a90aa2,2025-06-20 08:56:00,Metro,,L2,Macul,"Tomé bus interurbano en recoleta, mal olor en el vagón, deberían mejorar el servicio",1.0,23,35,8,0
296a5317,2024-11-19 12:51:00,Bus Interurbano,Subus,,Santiago Centro,"Tomé bus interurbano en maipú, la ruta fue rápida, recomiendo la ruta",5.0,10,39,11,0
a27f7959,2024-06-09 14:27:00,MetroTren,,,Ñuñoa,"En mediodía con clima viento, el conductor fue amable, recomiendo la ruta",4.0,9,27,5,1
5515e181,2024-06-09 08:32:00,MetroTren,,,Renca,"Viajé por metrotren, hubo una detención prolongada sin explicación",2.0,17,31,9,2
5b83fe2b,2024-11-03 19:35:00,Bus Interurbano,Vule,,Conchalí,"En noche con clima nublado, ruidos molestos, deberían mejorar el servicio",2.0,26,37,3,0
f9f9556a,2024-04-10 13:13:00,Bus Interurbano,Subus,,Quilicura,"Tomé bus interurbano en la pintana, mal olor en el vagón",2.0,16,32,0,3
67820994,2024-01-22 07:50:00,Trolebús,,,La Pintana,"Viajé por red bus, en noche con clima viento, no hubo novedades",3.0,19,26,0,2
b34608e8,2025-03-22 17:49:00,Bus Interurbano,Metbus,,La Florida,"Tomé metrotren en las condes, en noche con clima lluvia, el aire acondicionado no funcionaba, deberían mejorar el servicio",2.0,18,49,6,1
5a0f01d8,2024-10-08 06:04:00,MetroTren,,,Renca,El aire acondicionado no funcionaba,2.0,13,33,9,0
e6d097dc,2025-06-03 00:31:00,Red Bus,Metbus,,La Florida,"Viajé por red bus, mal olor en el vagón, deberían mejorar el servicio",2.0,18,40,8,2
f904e763,2024-05-18 07:08:00,Red Bus,Subus,,La Pintana,"Viajé por trolebús, el chofer manejaba brusco",1.0,7,25,5,1
ef5ce4f2,2024-09-11 07:01:00,Metro,,L2,Providencia,"Tomé trolebús en la pintana, en hora punta mañana con clima nublado, muy buen servicio, recomiendo la ruta",5.0,10,24,0,0
ed1ec89b,2025-05-09 19:01:00,Red Bus,Redbus,,Pedro Aguirre Cerda,"Viajé por red bus, en noche con clima soleado, el chofer manejaba brusco",1.0,26,51,6,1
1a79164e,2024-04-07 02:13:00,MetroTren,,,Providencia,"Tomé red bus en ñuñoa, en hora punta mañana con clima nublado, el metro estaba limpio",4.0,6,50,3,0
ead0381f,2025-05-27 10:48:00,Bus Interurbano,Alsacia,,La Florida,"En noche con clima lluvia, mal olor en el vagón",2.0,11,34,0,0
845ebc12,2025-04-08 15:59:00,Red Bus,Subus,,Estación Central,"Tomé metrotren en huechuraba, en hora punta mañana con clima soleado, me sentí inseguro por discusión entre pasajeros, deberían mejorar el servicio",2.0,6,54,1,1
91c4c4db,2024-03-01 10:19:00,Bus Interurbano,Vule,,Santiago Centro,"Viajé por bus interurbano, me sentí seguro durante el viaje",4.0,3,34,3,1
ae6a455e,2024-09-22 21:06:00,Red Bus,Alsacia,,Conchalí,"Tomé metro en cerrillos, en noche con clima nublado, mucha aglomeración, deberían mejorar el servicio",2.0,19,49,9,1
75c403a6,2024-07-11 12:42:00,Red Bus,Metbus,,Ñuñoa,"Viajé por metro, muy buen servicio",4.0,6,29,6,0
cd3a763f,2024-01-13 09:53:00,Red Bus,Alsacia,,Recoleta,"Viajé por bus interurbano, en noche con clima nublado, me tocó ir de pie parte del trayecto",3.0,10,40,5,0
685962f8,2024-02-11 20:17:00,Trolebús,,,Pedro Aguirre Cerda,"Tomé metro en san bernardo, en noche con clima nublado, sistema de pago falló",1.0,11,38,6,0
95fc1723,2025-05-21 20:24:00,Bus Interurbano,Redbus,,Lo Barnechea,"Viajé por metro, en mediodía con clima nublado, el bus se saltó la parada",2.0,22,44,1,0
d48d24af,2024-04-30 13:18:00,Trolebús,,,Cerrillos,"Tomé trolebús en conchalí, en hora punta tarde con clima viento, cambio de andén de último minuto",3.0,13,18,0,2
b84f52a8,2025-05-05 11:25:00,MetroTren,,,Huechuraba,"En noche con clima lluvia, el metro estaba limpio, recomiendo la ruta",5.0,6,22,5,1
3eed68dd,2024-11-27 20:45:00,Trolebús,,,Estación Central,"En noche con clima lluvia, el bus se saltó la parada, deberían mejorar el servicio",2.0,22,34,3,0
d93c9dd7,2025-02-18 15:14:00,MetroTren,,,Providencia,"Viajé por bus interurbano, la señalética estaba clara",5.0,10,42,0,0
d37e61df,2025-04-21 19:59:00,Trolebús,,,Quilicura,"Viajé por red bus, el viaje fue normal",,9,43,7,1
e2f74230,2024-10-22 15:52:00,Red Bus,STP,,Lo Barnechea,Demora excesiva,1.0,16,42,2,1
1f43eb18,2024-05-30 11:19:00,Metro,,L4A,Recoleta,"Tomé bus interurbano en huechuraba, en noche con clima lluvia, muy buen servicio, recomiendo la ruta",4.0,6,30,10,0
a1c0ef09,2024-08-16 18:10:00,Red Bus,Redbus,,Peñalolén,"En hora punta tarde con clima soleado, me tocó ir de pie parte del trayecto",3.0,9,37,7,2
0620f8c6,2024-02-14 15:15:00,MetroTren,,,La Pintana,"Viajé por metrotren, en mediodía con clima nublado, hubo un leve retraso",3.0,13,48,4,0
8d7d50bb,2024-01-24 03:40:00,Trolebús,,,Independencia,"En hora punta mañana con clima nublado, mucha aglomeración",1.0,13,42,10,0
4ac1665e,2024-11-20 02:12:00,Metro,,L1,Ñuñoa,"Viajé por red bus, hubo un leve retraso",3.0,18,51,3,1
46fc4fda,2024-01-16 05:09:00,Metro,,L2,Las Condes,"En noche con clima nublado, hubo un leve retraso",3.0,17,29,5,1
4ef7b1e1,2024-01-07 05:28:00,Red Bus,STP,,San Miguel,"Tomé trolebús en quilicura, en noche con clima lluvia, demora excesiva",2.0,8,46,7,1
00efe836,2024-02-24 04:24:00,MetroTren,,,San Miguel,"Viajé por metrotren, en mediodía con clima viento, demora excesiva",2.0,19,43,10,2
aa94f74e,2025-03-19 20:38:00,Trolebús,,,Huechuraba,"Tomé bus interurbano en providencia, me sentí inseguro por discusión entre pasajeros, deberían mejorar el servicio",2.0,16,39,8,0
868969e8,2024-12-17 00:45:00,MetroTren,,,Ñuñoa,"Tomé red bus en huechuraba, en noche con clima nublado, hubo un leve retraso",3.0,12,18,3,0
26c897f4,2024-03-29 14:14:00,Red Bus,Redbus,,Lo Barnechea,El viaje fue normal,3.0,13,24,5,1
40f3ccdb,2025-06-23 03:04:00,Trolebús,,,Macul,"En mediodía con clima viento, bajó mucha gente en la estación",3.0,2,44,1,0
8e2bb00d,2024-12-16 12:56:00,MetroTren,,,Lo Barnechea,"En mediodía con clima viento, el aire acondicionado estaba adecuado, recomiendo la ruta",5.0,6,56,11,1
8afdde02,2024-05-19 22:01:00,Bus Interurbano,Subus,,Ñuñoa,"Tomé trolebús en san miguel, en hora punta tarde con clima viento, el aire acondicionado no funcionaba, deberían mejorar el servicio",2.0,14,48,9,0
05e29c61,2025-03-25 04:47:00,Metro,,L3,Santiago Centro,"Viajé por red bus, cambio de andén de último minuto",3.0,14,33,3,0
a43ae012,2024-11-28 07:56:00,Red Bus,Vule,,Renca,"Tomé bus interurbano en renca, en hora punta tarde con clima soleado, la ruta fue rápida",4.0,9,43,5,1
2dc9f054,2024-07-10 07:03:00,MetroTren,,,San Miguel,"Tomé red bus en quilicura, en noche con clima viento, hubo un leve retraso",3.0,8,29,7,0
6c8231e7,2024-03-03 15:42:00,Bus Interurbano,Alsacia,,San Bernardo,"En hora punta mañana con clima lluvia, el bus llegó a tiempo",,7,47,0,0
db119539,2024-11-06 04:10:00,Red Bus,Alsacia,,Puente Alto,"Mal olor en el vagón, deberían mejorar el servicio",2.0,14,33,3,0
abdc01b9,2024-06-07 18:25:00,MetroTren,,,Quilicura,"Viajé por red bus, en mediodía con clima viento, el viaje fue normal",3.0,10,31,3,2
5ee986c8,2024-04-07 06:48:00,Metro,,L4A,,"Tomé trolebús en independencia, la aplicación funcionó perfecto",,6,30,1,0
877c383b,2024-04-26 19:32:00,Metro,,L5,Las Condes,"Tomé bus interurbano en providencia, me sentí seguro durante el viaje",5.0,11,47,2,1
f6d3aeb6,2024-09-22 15:38:00,Trolebús,,,San Miguel,"Tomé metrotren en puente alto, la aplicación funcionó perfecto",4.0,15,32,8,2
84a452cf,2025-02-27 06:48:00,Red Bus,Subus,,San Bernardo,"Tomé metrotren en cerrillos, en mediodía con clima lluvia, poca frecuencia",2.0,22,31,3,2
116b4905,2024-08-15 21:08:00,Bus Interurbano,STP,,Recoleta,"Viajé por metro, en hora punta tarde con clima lluvia, el tiempo de espera fue bajo, recomiendo la ruta",5.0,9,49,2,0
e2efafc2,2024-09-11 05:38:00,MetroTren,,,,"Tomé metrotren en la florida, en hora punta mañana con clima lluvia, el bus se saltó la parada",1.0,16,30,2,2
5dc68921,2024-03-30 18:18:00,Red Bus,Vule,,Pedro Aguirre Cerda,"Viajé por red bus, en mediodía con clima soleado, el bus se saltó la parada",2.0,13,35,1,1
3ac86387,2024-07-09 12:28:00,Metro,,L2,,"Tomé metrotren en puente alto, los asientos estaban disponibles",5.0,2,20,0,2
95fc1723,2025-05-21 20:24:00,Bus Interurbano,Redbus,,Lo Barnechea,"Viajé por metro, en mediodía con clima nublado, el bus se saltó la parada",2.0,22,44,1,0
51a0b03b,2024-09-11 06:31:00,Bus Interurbano,Metbus,,Recoleta,"Viajé por metrotren, el metro estaba limpio",4.0,6,28,0,1
da5011ff,2024-08-06 07:38:00,Trolebús,,,Independencia,"Tomé metro en macul, en hora punta mañana con clima lluvia, mal olor en el vagón, deberían mejorar el servicio",2.0,22,36,1,0
bba43c17,2024-05-31 21:36:00,Red Bus,Subus,,Peñalolén,"Viajé por trolebús, el metro estaba limpio, recomiendo la ruta",5.0,0,31,4,0
1e0e7acc,2025-06-12 12:34:00,Trolebús,,,La Florida,"Tomé metro en macul, en hora punta tarde con clima soleado, ruidos molestos",1.0,14,27,6,1
5293a83a,2024-05-13 17:24:00,Metro,,L3,Maipú,"Viajé por metrotren, en mediodía con clima nublado, demora excesiva",1.0,23,38,15,0
c6f7ab7a,2024-09-07 10:57:00,Trolebús,,,Lo Barnechea,"Tomé trolebús en ñuñoa, muy buen servicio",4.0,2,38,0,0
5eff391c,2024-10-21 18:46:00,MetroTren,,,Ñuñoa,"Sistema de pago falló, deberían mejorar el servicio",2.0,23,29,2,0
7cc2d8ad,2025-04-18 23:37:00,Metro,,L2,Santiago Centro,"Viajé por trolebús, en mediodía con clima viento, no hubo novedades",3.0,5,29,9,1
6c0d8c38,2025-03-14 02:49:00,Metro,,L2,Huechuraba,"Viajé por bus interurbano, en hora punta mañana con clima lluvia, me sentí seguro durante el viaje",5.0,1,35,1,0
97d1ae20,2024-07-19 20:56:00,Red Bus,STP,,Renca,"El metro estaba limpio, recomiendo la ruta",5.0,6,33,0,2
73be319f,2024-12-26 04:10:00,Metro,,L6,Pedro Aguirre Cerda,Sistema de pago falló,,22,40,9,1
96b6e982,2024-08-27 04:45:00,MetroTren,,,La Pintana,"Viajé por metrotren, el chofer manejaba brusco, deberían mejorar el servicio",1.0,15,42,0,0
a4595d26,2025-06-12 15:37:00,MetroTren,,,La Pintana,"En noche con clima viento, el aire acondicionado no funcionaba",2.0,16,45,4,1
f87981db,2025-01-12 15:45:00,Red Bus,Vule,,San Bernardo,"Viajé por bus interurbano, la ruta fue rápida",4.0,7,35,2,0
8b34ed7b,2025-02-01 19:34:00,Trolebús,,,Estación Central,"Tomé metro en providencia, en mediodía con clima lluvia, muy buen servicio, recomiendo la ruta",4.0,3,28,0,2
ff38c046,2024-09-07 02:20:00,Metro,,L5,Pedro Aguirre Cerda,Los asientos estaban disponibles,4.0,8,59,4,0
112a5489,2025-01-15 01:29:00,Trolebús,,,Quilicura,"Viajé por trolebús, cambio de andén de último minuto",3.0,10,31,7,1
18c03552,2024-08-25 04:43:00,MetroTren,,,Las Condes,"Viajé por trolebús, ruidos molestos",1.0,15,30,4,0
ce2660eb,2024-12-14 07:48:00,MetroTren,,,Macul,"Tomé bus interurbano en independencia, mal olor en el vagón, deberían mejorar el servicio",2.0,18,27,2,1
be62a30e,2025-05-01 15:53:00,Red Bus,Metbus,,Lo Barnechea,Me tocó ir de pie parte del trayecto,3.0,17,40,10,0
cecb77e6,2024-03-13 04:40:00,Bus Interurbano,STP,,Independencia,"En mediodía con clima soleado, mal olor en el vagón",1.0,21,42,4,0
ab9c40ea,2024-05-06 08:17:00,Trolebús,,,Quilicura,"En mediodía con clima viento, muy buen servicio, recomiendo la ruta",5.0,8,51,1,2
2b70190c,2025-02-10 00:23:00,Trolebús,,,Lo Barnechea,"Tomé red bus en cerrillos, en hora punta tarde con clima soleado, el aire acondicionado estaba adecuado, recomiendo la ruta",5.0,11,23,0,0
f1b1c901,2024-10-25 06:50:00,MetroTren,,,Santiago Centro,Muy buen servicio,4.0,4,35,2,0
9b4ff67e,2024-10-12 14:10:00,MetroTren,,,Macul,"Viajé por red bus, en hora punta tarde con clima soleado, la aplicación funcionó perfecto",4.0,11,13,4,0
fd348700,2024-02-23 05:51:00,Bus Interurbano,Subus,,Puente Alto,"En mediodía con clima viento, ruidos molestos",1.0,21,42,4,0
b6bfbc59,2025-06-11 13:47:00,MetroTren,,,San Miguel,"Viajé por metro, hubo un leve retraso",3.0,19,45,0,1
88226a64,2025-06-16 20:23:00,Trolebús,,,Estación Central,"Viajé por metro, en mediodía con clima nublado, me tocó ir de pie parte del trayecto",3.0,4,47,7,0
db0cfcad,2025-04-23 21:16:00,MetroTren,,,Ñuñoa,"Tomé red bus en la pintana, en noche con clima viento, el chofer manejaba brusco, deberían mejorar el servicio",1.0,12,34,4,1
